Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,SectorBalance,TyreAge_Bucket,IsAnomaly
BOT,Kick Sauber,35.0,96.578,30.892,41.986,23.7,HARD,5.0,235.0,253.0,282.0,300.0,7.192,Fresh,False
BOT,Kick Sauber,36.0,96.792,30.8,41.963,24.029,HARD,6.0,237.0,252.0,281.0,303.0,6.771000000000001,Fresh,False
BOT,Kick Sauber,37.0,98.008,31.511,42.24,24.257,HARD,7.0,236.0,251.0,281.0,264.0,7.253999999999998,Fresh,False
BOT,Kick Sauber,38.0,97.774,31.497,42.346,23.931,HARD,8.0,238.0,255.0,281.0,259.0,7.565999999999999,Fresh,False
BOT,Kick Sauber,39.0,97.189,31.047,42.287,23.855,HARD,9.0,235.0,253.0,282.0,302.0,7.192,Fresh,False
BOT,Kick Sauber,40.0,97.393,30.903,42.672,23.818,HARD,10.0,235.0,250.0,280.0,301.0,7.084999999999997,Fresh,False
BOT,Kick Sauber,41.0,96.437,30.804,41.851,23.782,HARD,11.0,235.0,258.0,280.0,298.0,7.0219999999999985,Used,False
BOT,Kick Sauber,42.0,96.374,30.9,41.717,23.757,HARD,12.0,235.0,256.0,280.0,297.0,7.142999999999997,Used,False
BOT,Kick Sauber,43.0,96.569,30.907,41.761,23.901,HARD,13.0,236.0,258.0,280.0,298.0,7.006,Used,False
BOT,Kick Sauber,44.0,96.63,30.844,41.917,23.869,HARD,14.0,235.0,255.0,280.0,295.0,6.975000000000001,Used,False
BOT,Kick Sauber,45.0,96.663,30.916,41.985,23.762,HARD,15.0,234.0,257.0,280.0,296.0,7.154,Used,False
BOT,Kick Sauber,46.0,96.297,30.825,41.72,23.752,HARD,16.0,237.0,261.0,281.0,298.0,7.073,Used,False
BOT,Kick Sauber,47.0,96.604,30.873,41.907,23.824,HARD,17.0,236.0,259.0,280.0,296.0,7.0489999999999995,Used,False
BOT,Kick Sauber,48.0,96.765,30.913,41.993,23.859,HARD,18.0,236.0,256.0,280.0,297.0,7.0539999999999985,Used,False
BOT,Kick Sauber,49.0,96.91,31.028,42.029,23.853,HARD,19.0,236.0,261.0,280.0,299.0,7.174999999999997,Used,False
BOT,Kick Sauber,50.0,96.91,31.025,41.997,23.888,HARD,20.0,234.0,258.0,280.0,296.0,7.136999999999997,Used,False
BOT,Kick Sauber,51.0,96.819,31.019,41.936,23.864,HARD,21.0,236.0,257.0,280.0,297.0,7.154999999999998,Used,False
BOT,Kick Sauber,52.0,96.949,30.997,41.98,23.972,HARD,22.0,237.0,259.0,280.0,298.0,7.024999999999999,Used,False
BOT,Kick Sauber,53.0,99.035,30.979,42.128,25.928,HARD,23.0,237.0,258.0,287.0,299.0,5.050999999999998,Used,False
BOT,Kick Sauber,54.0,97.095,30.705,42.292,24.098,HARD,24.0,237.0,256.0,281.0,322.0,6.606999999999999,Used,False
BOT,Kick Sauber,55.0,97.205,31.026,42.195,23.984,HARD,25.0,236.0,260.0,280.0,303.0,7.041999999999998,Used,False
BOT,Kick Sauber,56.0,97.956,31.235,42.521,24.2,HARD,26.0,237.0,259.0,280.0,301.0,7.035,Old,False
SAR,Williams,2.0,98.481,31.096,43.005,24.38,SOFT,2.0,231.0,248.0,282.0,308.0,6.716000000000001,Fresh,False
SAR,Williams,3.0,98.707,31.105,43.155,24.447,SOFT,3.0,229.0,245.0,285.0,308.0,6.658000000000001,Fresh,False
SAR,Williams,4.0,98.39,31.044,42.904,24.442,SOFT,4.0,228.0,249.0,283.0,309.0,6.602,Fresh,False
SAR,Williams,5.0,98.757,31.048,43.209,24.5,SOFT,5.0,227.0,248.0,281.0,312.0,6.547999999999998,Fresh,False
SAR,Williams,6.0,98.582,31.037,42.981,24.564,SOFT,6.0,227.0,251.0,282.0,308.0,6.472999999999999,Fresh,False
SAR,Williams,7.0,99.464,31.373,43.491,24.6,SOFT,7.0,227.0,251.0,281.0,313.0,6.773,Fresh,False
SAR,Williams,8.0,99.58,31.566,43.336,24.678,SOFT,8.0,227.0,252.0,280.0,313.0,6.887999999999998,Fresh,False
SAR,Williams,9.0,99.366,31.398,43.299,24.669,SOFT,9.0,228.0,252.0,277.0,310.0,6.728999999999999,Fresh,False
SAR,Williams,12.0,98.493,31.666,42.766,24.061,HARD,2.0,233.0,255.0,278.0,297.0,7.605,Fresh,False
SAR,Williams,13.0,100.989,31.427,43.601,25.961,HARD,3.0,231.0,253.0,249.0,298.0,5.466000000000001,Fresh,False
SAR,Williams,14.0,101.47,34.301,43.043,24.126,HARD,4.0,215.0,258.0,279.0,255.0,10.175,Fresh,True
SAR,Williams,15.0,97.594,31.044,42.414,24.136,HARD,5.0,228.0,259.0,279.0,303.0,6.908000000000001,Fresh,False
SAR,Williams,16.0,101.37,34.383,42.896,24.091,HARD,6.0,232.0,256.0,279.0,227.0,10.292000000000002,Fresh,True
SAR,Williams,17.0,99.758,31.181,42.77,25.807,HARD,7.0,230.0,256.0,281.0,294.0,5.374000000000002,Fresh,False
SAR,Williams,18.0,98.077,31.257,42.709,24.111,HARD,8.0,232.0,260.0,279.0,291.0,7.146000000000001,Fresh,False
SAR,Williams,19.0,97.742,31.201,42.532,24.009,HARD,9.0,232.0,259.0,279.0,295.0,7.192,Fresh,False
SAR,Williams,20.0,97.82,31.11,42.663,24.047,HARD,10.0,231.0,256.0,279.0,297.0,7.062999999999999,Fresh,False
SAR,Williams,21.0,98.009,31.167,42.681,24.161,HARD,11.0,229.0,254.0,278.0,293.0,7.006,Used,False
SAR,Williams,22.0,97.728,31.115,42.516,24.097,HARD,12.0,232.0,258.0,279.0,296.0,7.017999999999997,Used,False
SAR,Williams,23.0,97.621,31.065,42.487,24.069,HARD,13.0,232.0,258.0,279.0,295.0,6.996000000000002,Used,False
SAR,Williams,24.0,99.437,31.076,42.618,25.743,HARD,14.0,230.0,253.0,283.0,296.0,5.333000000000002,Used,False
SAR,Williams,25.0,99.093,32.025,42.881,24.187,HARD,15.0,213.0,259.0,279.0,290.0,7.837999999999997,Used,False
SAR,Williams,26.0,97.859,31.152,42.533,24.174,HARD,16.0,230.0,255.0,279.0,297.0,6.9780000000000015,Used,False
SAR,Williams,27.0,98.288,31.178,42.806,24.304,HARD,17.0,230.0,256.0,278.0,294.0,6.874000000000002,Used,False
SAR,Williams,28.0,100.535,31.128,42.603,26.804,HARD,18.0,231.0,259.0,,295.0,4.324000000000002,Used,False
SAR,Williams,30.0,95.715,30.623,41.483,23.609,HARD,2.0,234.0,263.0,283.0,298.0,7.013999999999999,Fresh,False
SAR,Williams,31.0,96.713,30.539,42.489,23.685,HARD,3.0,232.0,258.0,281.0,299.0,6.854000000000003,Fresh,False
SAR,Williams,32.0,96.563,30.82,41.868,23.875,HARD,4.0,232.0,257.0,282.0,297.0,6.945,Fresh,False
SAR,Williams,33.0,97.433,30.732,42.718,23.983,HARD,5.0,233.0,258.0,281.0,295.0,6.748999999999999,Fresh,False
SAR,Williams,34.0,96.475,30.708,41.944,23.823,HARD,6.0,231.0,258.0,280.0,296.0,6.884999999999998,Fresh,False
SAR,Williams,35.0,96.859,31.015,42.023,23.821,HARD,7.0,232.0,260.0,281.0,293.0,7.193999999999999,Fresh,False
SAR,Williams,36.0,96.462,30.805,41.808,23.849,HARD,8.0,232.0,259.0,281.0,295.0,6.9559999999999995,Fresh,False
SAR,Williams,37.0,96.785,30.826,42.127,23.832,HARD,9.0,233.0,258.0,281.0,296.0,6.994,Fresh,False
SAR,Williams,38.0,96.732,30.786,42.026,23.92,HARD,10.0,232.0,259.0,281.0,298.0,6.866,Fresh,False
SAR,Williams,39.0,97.016,30.987,42.097,23.932,HARD,11.0,231.0,261.0,281.0,296.0,7.055,Used,False
SAR,Williams,40.0,99.817,30.76,42.614,26.443,HARD,12.0,233.0,256.0,,297.0,4.317,Used,False
SAR,Williams,42.0,94.735,30.316,40.966,23.453,SOFT,2.0,236.0,260.0,282.0,295.0,6.8629999999999995,Fresh,False
SAR,Williams,43.0,95.001,30.462,41.076,23.463,SOFT,3.0,234.0,259.0,282.0,297.0,6.998999999999999,Fresh,False
SAR,Williams,44.0,95.13,30.599,41.146,23.385,SOFT,4.0,234.0,261.0,281.0,295.0,7.213999999999999,Fresh,False
SAR,Williams,45.0,95.333,30.587,41.272,23.474,SOFT,5.0,235.0,261.0,281.0,292.0,7.1129999999999995,Fresh,False
SAR,Williams,46.0,95.939,30.872,41.469,23.598,SOFT,6.0,234.0,260.0,287.0,286.0,7.274000000000001,Fresh,False
SAR,Williams,47.0,96.729,30.667,42.237,23.825,SOFT,7.0,233.0,260.0,288.0,313.0,6.842000000000002,Fresh,False
SAR,Williams,48.0,95.688,30.357,41.593,23.738,SOFT,8.0,231.0,257.0,281.0,325.0,6.619,Fresh,False
SAR,Williams,49.0,95.59,30.638,41.303,23.649,SOFT,9.0,234.0,258.0,281.0,297.0,6.989000000000001,Fresh,False
SAR,Williams,50.0,95.66,30.671,41.368,23.621,SOFT,10.0,234.0,259.0,281.0,293.0,7.050000000000001,Fresh,False
SAR,Williams,51.0,95.972,30.781,41.539,23.652,SOFT,11.0,233.0,261.0,281.0,291.0,7.128999999999998,Used,False
SAR,Williams,52.0,95.987,30.775,41.44,23.772,SOFT,12.0,233.0,262.0,281.0,292.0,7.003,Used,False
SAR,Williams,53.0,96.088,30.798,41.61,23.68,SOFT,13.0,232.0,261.0,281.0,292.0,7.1179999999999986,Used,False
SAR,Williams,54.0,99.614,32.179,43.748,23.687,SOFT,14.0,185.0,261.0,282.0,292.0,8.492,Used,False
SAR,Williams,55.0,96.209,30.671,41.782,23.756,SOFT,15.0,232.0,260.0,281.0,296.0,6.914999999999999,Used,False
