Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,SectorBalance,TyreAge_Bucket,IsAnomaly
ALB,Williams,47.0,96.026,30.827,41.57,23.629,HARD,11.0,233.0,266.0,282.0,300.0,7.198,Used,False
ALB,Williams,48.0,96.135,30.823,41.628,23.684,HARD,12.0,234.0,261.0,281.0,297.0,7.138999999999999,Used,False
ALB,Williams,49.0,97.102,30.816,42.435,23.851,HARD,13.0,233.0,260.0,262.0,298.0,6.965,Used,False
ALB,Williams,50.0,97.616,31.683,42.121,23.812,HARD,14.0,237.0,262.0,281.0,290.0,7.870999999999999,Used,False
ALB,Williams,51.0,97.493,30.773,42.878,23.842,HARD,15.0,235.0,262.0,280.0,307.0,6.931000000000001,Used,False
ALB,Williams,52.0,96.218,30.895,41.58,23.743,HARD,16.0,235.0,266.0,282.0,299.0,7.152000000000001,Used,False
ALB,Williams,53.0,96.308,30.817,41.683,23.808,HARD,17.0,235.0,265.0,281.0,301.0,7.009,Used,False
ALB,Williams,54.0,96.334,30.799,41.741,23.794,HARD,18.0,235.0,265.0,281.0,296.0,7.004999999999999,Used,False
ALB,Williams,55.0,96.593,30.861,41.91,23.822,HARD,19.0,237.0,262.0,284.0,306.0,7.0390000000000015,Used,False
ALB,Williams,56.0,96.922,30.875,42.085,23.962,HARD,20.0,236.0,259.0,284.0,307.0,6.913,Used,False
HUL,Haas F1 Team,3.0,97.317,30.97,42.434,23.913,HARD,2.0,233.0,234.0,277.0,293.0,7.056999999999999,Fresh,False
HUL,Haas F1 Team,4.0,97.349,30.901,42.469,23.979,HARD,3.0,231.0,240.0,278.0,292.0,6.922000000000001,Fresh,False
HUL,Haas F1 Team,5.0,97.663,30.928,42.706,24.029,HARD,4.0,232.0,241.0,277.0,295.0,6.899000000000001,Fresh,False
HUL,Haas F1 Team,6.0,97.896,31.013,42.852,24.031,HARD,5.0,231.0,236.0,277.0,295.0,6.982000000000003,Fresh,False
HUL,Haas F1 Team,7.0,97.682,30.976,42.75,23.956,HARD,6.0,231.0,239.0,278.0,295.0,7.02,Fresh,False
HUL,Haas F1 Team,8.0,97.82,31.038,42.737,24.045,HARD,7.0,232.0,246.0,278.0,296.0,6.9929999999999986,Fresh,False
HUL,Haas F1 Team,9.0,97.883,31.041,42.691,24.151,HARD,8.0,230.0,243.0,278.0,297.0,6.890000000000001,Fresh,False
HUL,Haas F1 Team,10.0,98.37,31.372,42.839,24.159,HARD,9.0,221.0,245.0,278.0,299.0,7.213000000000001,Fresh,False
HUL,Haas F1 Team,11.0,97.638,31.0,42.573,24.065,HARD,10.0,233.0,247.0,278.0,299.0,6.934999999999999,Fresh,False
HUL,Haas F1 Team,12.0,97.706,30.977,42.629,24.1,HARD,11.0,232.0,250.0,279.0,299.0,6.876999999999999,Used,False
HUL,Haas F1 Team,13.0,97.801,31.025,42.677,24.099,HARD,12.0,232.0,250.0,278.0,300.0,6.925999999999998,Used,False
HUL,Haas F1 Team,14.0,97.879,30.998,42.63,24.251,HARD,13.0,235.0,251.0,280.0,302.0,6.747,Used,False
HUL,Haas F1 Team,15.0,98.11,31.168,42.609,24.333,HARD,14.0,233.0,251.0,279.0,304.0,6.835000000000001,Used,False
HUL,Haas F1 Team,16.0,97.796,31.184,42.535,24.077,HARD,15.0,231.0,253.0,279.0,304.0,7.106999999999999,Used,False
HUL,Haas F1 Team,17.0,97.891,31.181,42.572,24.138,HARD,16.0,233.0,251.0,279.0,304.0,7.042999999999999,Used,False
HUL,Haas F1 Team,18.0,98.216,31.05,42.946,24.22,HARD,17.0,233.0,249.0,279.0,304.0,6.830000000000002,Used,False
HUL,Haas F1 Team,19.0,97.862,31.07,42.542,24.25,HARD,18.0,232.0,253.0,279.0,303.0,6.82,Used,False
HUL,Haas F1 Team,20.0,100.798,31.287,42.578,26.933,HARD,19.0,231.0,254.0,,304.0,4.353999999999999,Used,False
HUL,Haas F1 Team,21.0,118.699,51.92,42.869,23.91,HARD,1.0,229.0,236.0,279.0,215.0,28.01,Fresh,True
HUL,Haas F1 Team,22.0,96.858,30.754,42.343,23.761,HARD,2.0,232.0,242.0,279.0,295.0,6.993000000000002,Fresh,False
HUL,Haas F1 Team,23.0,96.725,30.667,42.271,23.787,HARD,3.0,235.0,241.0,279.0,298.0,6.880000000000003,Fresh,False
HUL,Haas F1 Team,24.0,96.626,30.673,42.224,23.729,HARD,4.0,233.0,247.0,280.0,297.0,6.943999999999999,Fresh,False
HUL,Haas F1 Team,25.0,96.652,30.667,42.124,23.861,HARD,5.0,234.0,248.0,280.0,298.0,6.806000000000001,Fresh,False
HUL,Haas F1 Team,26.0,96.548,30.619,42.152,23.777,HARD,6.0,235.0,247.0,280.0,301.0,6.841999999999999,Fresh,False
HUL,Haas F1 Team,27.0,96.647,30.719,41.983,23.945,HARD,7.0,235.0,252.0,280.0,301.0,6.774000000000001,Fresh,False
HUL,Haas F1 Team,28.0,97.254,31.001,42.31,23.943,HARD,8.0,233.0,249.0,281.0,299.0,7.058,Fresh,False
HUL,Haas F1 Team,29.0,96.837,30.844,42.049,23.944,HARD,9.0,233.0,254.0,280.0,302.0,6.900000000000002,Fresh,False
HUL,Haas F1 Team,30.0,96.691,30.738,41.973,23.98,HARD,10.0,236.0,252.0,281.0,304.0,6.757999999999999,Fresh,False
HUL,Haas F1 Team,31.0,96.578,30.717,41.966,23.895,HARD,11.0,235.0,256.0,282.0,304.0,6.821999999999999,Used,False
HUL,Haas F1 Team,32.0,96.935,30.961,41.987,23.987,HARD,12.0,233.0,254.0,282.0,304.0,6.974,Used,False
HUL,Haas F1 Team,33.0,96.784,30.819,41.983,23.982,HARD,13.0,236.0,256.0,281.0,304.0,6.837,Used,False
HUL,Haas F1 Team,34.0,96.692,30.777,41.947,23.968,HARD,14.0,235.0,257.0,282.0,304.0,6.809000000000001,Used,False
HUL,Haas F1 Team,35.0,96.959,30.812,42.04,24.107,HARD,15.0,235.0,258.0,281.0,303.0,6.705000000000002,Used,False
HUL,Haas F1 Team,36.0,96.795,30.86,41.931,24.004,HARD,16.0,235.0,258.0,281.0,304.0,6.855999999999998,Used,False
HUL,Haas F1 Team,37.0,96.723,30.847,41.94,23.936,HARD,17.0,236.0,258.0,282.0,304.0,6.911000000000001,Used,False
HUL,Haas F1 Team,38.0,100.083,32.593,42.653,24.837,HARD,18.0,236.0,251.0,288.0,304.0,7.756000000000004,Used,False
HUL,Haas F1 Team,39.0,97.476,30.911,42.495,24.07,HARD,19.0,234.0,256.0,283.0,325.0,6.841000000000001,Used,False
HUL,Haas F1 Team,40.0,97.088,30.911,42.126,24.051,HARD,20.0,235.0,257.0,281.0,304.0,6.860000000000003,Used,False
HUL,Haas F1 Team,41.0,99.569,30.889,42.038,26.642,HARD,21.0,236.0,259.0,,304.0,4.247,Used,False
HUL,Haas F1 Team,42.0,116.108,50.894,41.664,23.55,SOFT,2.0,233.0,248.0,282.0,221.0,27.343999999999998,Fresh,True
HUL,Haas F1 Team,43.0,95.76,30.369,41.852,23.539,SOFT,3.0,237.0,243.0,282.0,303.0,6.829999999999998,Fresh,False
HUL,Haas F1 Team,44.0,95.59,30.232,41.871,23.487,SOFT,4.0,239.0,245.0,282.0,304.0,6.745000000000001,Fresh,False
HUL,Haas F1 Team,45.0,95.119,30.234,41.321,23.564,SOFT,5.0,238.0,252.0,283.0,303.0,6.670000000000002,Fresh,False
HUL,Haas F1 Team,46.0,94.834,30.17,41.145,23.519,SOFT,6.0,238.0,251.0,283.0,303.0,6.651000000000003,Fresh,False
HUL,Haas F1 Team,47.0,95.226,30.362,41.251,23.613,SOFT,7.0,237.0,255.0,284.0,304.0,6.748999999999999,Fresh,False
HUL,Haas F1 Team,48.0,95.146,30.228,41.355,23.563,SOFT,8.0,238.0,255.0,284.0,306.0,6.665000000000003,Fresh,False
HUL,Haas F1 Team,49.0,95.494,30.323,41.489,23.682,SOFT,9.0,239.0,258.0,292.0,307.0,6.641000000000002,Fresh,False
HUL,Haas F1 Team,50.0,95.167,30.13,41.402,23.635,SOFT,10.0,237.0,260.0,284.0,332.0,6.494999999999997,Fresh,False
HUL,Haas F1 Team,51.0,95.529,30.411,41.374,23.744,SOFT,11.0,237.0,260.0,284.0,305.0,6.667000000000002,Used,False
HUL,Haas F1 Team,52.0,95.921,30.525,41.612,23.784,SOFT,12.0,235.0,259.0,283.0,303.0,6.741,Used,False
HUL,Haas F1 Team,53.0,95.994,30.629,41.595,23.77,SOFT,13.0,236.0,259.0,284.0,306.0,6.859000000000002,Used,False
HUL,Haas F1 Team,54.0,95.786,30.557,41.436,23.793,SOFT,14.0,235.0,263.0,284.0,305.0,6.763999999999999,Used,False
HUL,Haas F1 Team,55.0,95.736,30.629,41.384,23.723,SOFT,15.0,236.0,263.0,282.0,305.0,6.906000000000002,Used,False
HUL,Haas F1 Team,56.0,95.602,30.546,41.304,23.752,SOFT,16.0,239.0,269.0,283.0,306.0,6.7940000000000005,Used,False
OCO,Alpine,2.0,99.094,32.005,42.719,24.37,SOFT,2.0,229.0,245.0,284.0,283.0,7.635000000000002,Fresh,False
OCO,Alpine,3.0,98.771,31.255,43.007,24.509,SOFT,3.0,229.0,246.0,284.0,295.0,6.745999999999999,Fresh,False
OCO,Alpine,4.0,98.625,31.246,42.915,24.464,SOFT,4.0,229.0,246.0,283.0,306.0,6.782,Fresh,False
OCO,Alpine,5.0,98.64,31.171,42.891,24.578,SOFT,5.0,229.0,247.0,285.0,305.0,6.593,Fresh,False
OCO,Alpine,6.0,98.874,31.245,42.978,24.651,SOFT,6.0,229.0,247.0,282.0,301.0,6.594000000000001,Fresh,False
OCO,Alpine,7.0,99.152,31.404,43.089,24.659,SOFT,7.0,229.0,245.0,284.0,304.0,6.745000000000001,Fresh,False
OCO,Alpine,8.0,99.422,31.252,43.382,24.788,SOFT,8.0,230.0,246.0,284.0,313.0,6.463999999999999,Fresh,False
OCO,Alpine,9.0,99.312,31.189,43.409,24.714,SOFT,9.0,230.0,249.0,284.0,303.0,6.475000000000001,Fresh,False
OCO,Alpine,10.0,101.642,31.308,42.956,27.378,SOFT,10.0,229.0,253.0,,312.0,3.9299999999999997,Fresh,False
OCO,Alpine,11.0,119.014,52.676,42.347,23.991,HARD,1.0,229.0,253.0,275.0,215.0,28.685000000000002,Fresh,True
OCO,Alpine,12.0,97.599,31.175,42.399,24.025,HARD,2.0,234.0,253.0,276.0,291.0,7.150000000000002,Fresh,False
OCO,Alpine,13.0,97.363,31.319,42.14,23.904,HARD,3.0,230.0,255.0,276.0,291.0,7.414999999999999,Fresh,False
OCO,Alpine,14.0,97.537,31.174,42.329,24.034,HARD,4.0,230.0,255.0,276.0,292.0,7.140000000000001,Fresh,False
OCO,Alpine,15.0,97.843,31.282,42.383,24.178,HARD,5.0,229.0,254.0,277.0,290.0,7.103999999999999,Fresh,False
OCO,Alpine,16.0,97.902,31.35,42.448,24.104,HARD,6.0,228.0,254.0,277.0,293.0,7.246000000000002,Fresh,False
OCO,Alpine,17.0,98.911,31.653,43.083,24.175,HARD,7.0,232.0,253.0,282.0,301.0,7.477999999999998,Fresh,False
OCO,Alpine,18.0,98.12,31.12,42.845,24.155,HARD,8.0,230.0,253.0,276.0,310.0,6.965,Fresh,False
OCO,Alpine,19.0,98.332,31.57,42.478,24.284,HARD,9.0,229.0,255.0,276.0,295.0,7.286000000000001,Fresh,False
OCO,Alpine,20.0,98.185,31.445,42.472,24.268,HARD,10.0,230.0,255.0,275.0,289.0,7.177,Fresh,False
OCO,Alpine,21.0,99.363,31.9,43.094,24.369,HARD,11.0,234.0,255.0,277.0,290.0,7.530999999999999,Used,False
OCO,Alpine,22.0,98.655,31.553,42.777,24.325,HARD,12.0,230.0,253.0,276.0,293.0,7.2280000000000015,Used,False
OCO,Alpine,23.0,98.407,31.49,42.677,24.24,HARD,13.0,231.0,251.0,275.0,289.0,7.25,Used,False
OCO,Alpine,24.0,98.42,31.474,42.691,24.255,HARD,14.0,230.0,254.0,275.0,288.0,7.219000000000001,Used,False
OCO,Alpine,25.0,98.494,31.546,42.7,24.248,HARD,15.0,231.0,254.0,276.0,291.0,7.297999999999998,Used,False
OCO,Alpine,26.0,98.665,31.521,42.891,24.253,HARD,16.0,231.0,255.0,275.0,289.0,7.268000000000001,Used,False
OCO,Alpine,27.0,98.549,31.543,42.749,24.257,HARD,17.0,230.0,251.0,275.0,289.0,7.285999999999998,Used,False
OCO,Alpine,28.0,98.372,31.492,42.678,24.202,HARD,18.0,232.0,254.0,276.0,290.0,7.289999999999999,Used,False
OCO,Alpine,29.0,98.556,31.562,42.663,24.331,HARD,19.0,232.0,254.0,276.0,288.0,7.231000000000002,Used,False
OCO,Alpine,30.0,101.21,31.546,42.7,26.964,HARD,20.0,232.0,254.0,,291.0,4.582000000000001,Used,False
OCO,Alpine,31.0,119.322,52.935,42.397,23.99,HARD,1.0,230.0,251.0,277.0,215.0,28.945000000000004,Fresh,True
OCO,Alpine,32.0,96.887,31.059,41.959,23.869,HARD,2.0,234.0,251.0,277.0,292.0,7.190000000000001,Fresh,False
OCO,Alpine,33.0,96.704,30.989,41.875,23.84,HARD,3.0,233.0,251.0,277.0,289.0,7.149000000000001,Fresh,False
OCO,Alpine,34.0,96.226,30.898,41.549,23.779,HARD,4.0,233.0,255.0,277.0,290.0,7.119,Fresh,False
OCO,Alpine,35.0,96.354,31.008,41.594,23.752,HARD,5.0,232.0,256.0,277.0,288.0,7.256,Fresh,False
OCO,Alpine,36.0,97.229,31.212,42.148,23.869,HARD,6.0,233.0,256.0,278.0,290.0,7.343,Fresh,False
OCO,Alpine,37.0,96.58,31.059,41.755,23.766,HARD,7.0,231.0,256.0,279.0,294.0,7.293000000000003,Fresh,False
OCO,Alpine,38.0,96.814,31.07,41.869,23.875,HARD,8.0,232.0,256.0,277.0,293.0,7.195,Fresh,False
OCO,Alpine,39.0,96.552,31.088,41.717,23.747,HARD,9.0,232.0,256.0,277.0,290.0,7.341000000000001,Fresh,False
OCO,Alpine,40.0,96.608,31.053,41.754,23.801,HARD,10.0,233.0,254.0,277.0,291.0,7.2520000000000024,Fresh,False
OCO,Alpine,41.0,96.621,31.034,41.826,23.761,HARD,11.0,233.0,255.0,278.0,290.0,7.273,Used,False
OCO,Alpine,42.0,96.592,31.025,41.766,23.801,HARD,12.0,232.0,255.0,277.0,290.0,7.224,Used,False
OCO,Alpine,43.0,96.679,31.035,41.852,23.792,HARD,13.0,233.0,255.0,277.0,289.0,7.2429999999999986,Used,False
OCO,Alpine,44.0,96.649,31.094,41.772,23.783,HARD,14.0,232.0,255.0,277.0,290.0,7.311,Used,False
OCO,Alpine,45.0,98.049,31.188,43.027,23.834,HARD,15.0,232.0,257.0,279.0,290.0,7.353999999999999,Used,False
OCO,Alpine,46.0,96.975,31.151,42.048,23.776,HARD,16.0,231.0,257.0,277.0,294.0,7.375,Used,False
OCO,Alpine,47.0,96.656,31.026,41.861,23.769,HARD,17.0,234.0,256.0,277.0,293.0,7.2570000000000014,Used,False
OCO,Alpine,48.0,97.117,31.177,42.045,23.895,HARD,18.0,234.0,256.0,277.0,292.0,7.282,Used,False
OCO,Alpine,49.0,97.726,31.483,42.304,23.939,HARD,19.0,235.0,257.0,279.0,292.0,7.5440000000000005,Used,False
OCO,Alpine,50.0,97.784,31.552,42.293,23.939,HARD,20.0,232.0,258.0,279.0,295.0,7.6129999999999995,Used,False
OCO,Alpine,51.0,97.091,31.083,42.138,23.87,HARD,21.0,233.0,257.0,278.0,295.0,7.212999999999997,Used,False
OCO,Alpine,52.0,98.631,31.094,42.116,25.421,HARD,22.0,233.0,257.0,285.0,292.0,5.673000000000002,Used,False
OCO,Alpine,53.0,97.145,31.023,42.181,23.941,HARD,23.0,235.0,258.0,279.0,313.0,7.082000000000001,Used,False
OCO,Alpine,54.0,98.707,32.402,42.373,23.932,HARD,24.0,234.0,258.0,279.0,294.0,8.470000000000002,Used,False
OCO,Alpine,55.0,97.393,31.146,42.266,23.981,HARD,25.0,235.0,257.0,278.0,294.0,7.164999999999999,Used,False
OCO,Alpine,56.0,97.415,31.133,42.224,24.058,HARD,26.0,237.0,257.0,278.0,294.0,7.074999999999999,Old,False
GAS,Alpine,2.0,99.059,31.86,42.743,24.456,SOFT,2.0,229.0,245.0,284.0,266.0,7.404,Fresh,False
GAS,Alpine,3.0,98.744,31.254,42.848,24.642,SOFT,3.0,229.0,245.0,283.0,302.0,6.612000000000002,Fresh,False
GAS,Alpine,4.0,98.503,31.305,42.705,24.493,SOFT,4.0,228.0,249.0,284.0,302.0,6.812000000000001,Fresh,False
GAS,Alpine,5.0,98.664,31.344,42.718,24.602,SOFT,5.0,227.0,247.0,285.0,301.0,6.742000000000001,Fresh,False
GAS,Alpine,6.0,99.099,31.457,42.995,24.647,SOFT,6.0,226.0,246.0,283.0,297.0,6.810000000000002,Fresh,False
GAS,Alpine,7.0,99.078,31.353,43.11,24.615,SOFT,7.0,227.0,240.0,283.0,297.0,6.738000000000003,Fresh,False
GAS,Alpine,8.0,99.287,31.21,43.311,24.766,SOFT,8.0,230.0,248.0,284.0,304.0,6.444000000000003,Fresh,False
GAS,Alpine,9.0,99.452,31.4,43.321,24.731,SOFT,9.0,228.0,245.0,283.0,310.0,6.668999999999997,Fresh,False
GAS,Alpine,10.0,98.929,31.383,43.016,24.53,SOFT,10.0,229.0,252.0,279.0,300.0,6.852999999999998,Fresh,False
GAS,Alpine,11.0,98.656,31.329,42.886,24.441,SOFT,11.0,229.0,245.0,278.0,296.0,6.888000000000002,Used,False
GAS,Alpine,12.0,101.456,31.328,42.787,27.341,SOFT,12.0,230.0,252.0,,301.0,3.9869999999999983,Used,False
GAS,Alpine,14.0,97.689,31.44,42.233,24.016,HARD,2.0,235.0,255.0,281.0,296.0,7.424000000000003,Fresh,False
GAS,Alpine,15.0,97.492,30.978,42.383,24.131,HARD,3.0,227.0,254.0,282.0,311.0,6.847000000000001,Fresh,False
GAS,Alpine,16.0,97.521,30.874,42.396,24.251,HARD,4.0,228.0,255.0,282.0,309.0,6.6229999999999976,Fresh,False
GAS,Alpine,17.0,97.949,31.153,42.548,24.248,HARD,5.0,228.0,250.0,282.0,310.0,6.904999999999998,Fresh,False
GAS,Alpine,18.0,97.791,30.98,42.45,24.361,HARD,6.0,229.0,251.0,283.0,312.0,6.619,Fresh,False
GAS,Alpine,19.0,97.702,30.968,42.47,24.264,HARD,7.0,230.0,255.0,284.0,311.0,6.704000000000001,Fresh,False
GAS,Alpine,20.0,98.036,31.193,42.487,24.356,HARD,8.0,231.0,254.0,282.0,303.0,6.837,Fresh,False
GAS,Alpine,21.0,98.094,31.173,42.541,24.38,HARD,9.0,229.0,255.0,281.0,300.0,6.792999999999999,Fresh,False
GAS,Alpine,22.0,97.868,31.145,42.536,24.187,HARD,10.0,230.0,254.0,282.0,308.0,6.957999999999998,Fresh,False
GAS,Alpine,23.0,98.104,31.195,42.586,24.323,HARD,11.0,230.0,254.0,282.0,305.0,6.872,Used,False
GAS,Alpine,24.0,98.192,31.232,42.57,24.39,HARD,12.0,232.0,253.0,281.0,303.0,6.841999999999999,Used,False
GAS,Alpine,25.0,98.16,31.096,42.716,24.348,HARD,13.0,231.0,255.0,281.0,308.0,6.748000000000001,Used,False
GAS,Alpine,26.0,98.379,31.256,42.673,24.45,HARD,14.0,230.0,254.0,283.0,309.0,6.806000000000001,Used,False
GAS,Alpine,27.0,98.4,31.171,42.747,24.482,HARD,15.0,230.0,253.0,282.0,308.0,6.689,Used,False
GAS,Alpine,28.0,98.615,31.351,42.788,24.476,HARD,16.0,232.0,253.0,282.0,299.0,6.875,Used,False
GAS,Alpine,29.0,98.55,31.301,42.807,24.442,HARD,17.0,233.0,255.0,282.0,306.0,6.858999999999998,Used,False
GAS,Alpine,30.0,98.832,31.368,42.942,24.522,HARD,18.0,231.0,256.0,280.0,302.0,6.846,Used,False
GAS,Alpine,31.0,100.432,31.182,42.455,26.795,HARD,19.0,231.0,254.0,,308.0,4.386999999999997,Used,False
GAS,Alpine,32.0,119.77,53.98,41.978,23.812,HARD,1.0,232.0,251.0,276.0,219.0,30.167999999999996,Fresh,True
GAS,Alpine,33.0,96.112,30.887,41.506,23.719,HARD,2.0,236.0,253.0,276.0,290.0,7.167999999999999,Fresh,False
GAS,Alpine,34.0,96.622,31.142,41.747,23.733,HARD,3.0,229.0,255.0,277.0,287.0,7.408999999999999,Fresh,False
GAS,Alpine,35.0,96.313,31.058,41.573,23.682,HARD,4.0,230.0,256.0,276.0,290.0,7.376000000000001,Fresh,False
GAS,Alpine,36.0,96.45,31.034,41.612,23.804,HARD,5.0,232.0,255.0,277.0,290.0,7.23,Fresh,False
GAS,Alpine,37.0,96.629,31.148,41.595,23.886,HARD,6.0,232.0,255.0,277.0,291.0,7.2620000000000005,Fresh,False
GAS,Alpine,38.0,96.802,31.122,41.764,23.916,HARD,7.0,231.0,256.0,277.0,289.0,7.2059999999999995,Fresh,False
GAS,Alpine,39.0,96.537,31.022,41.7,23.815,HARD,8.0,230.0,257.0,277.0,291.0,7.206999999999997,Fresh,False
GAS,Alpine,40.0,96.742,31.023,41.793,23.926,HARD,9.0,232.0,256.0,277.0,290.0,7.097000000000001,Fresh,False
GAS,Alpine,41.0,96.571,30.968,41.751,23.852,HARD,10.0,234.0,256.0,278.0,293.0,7.116,Fresh,False
GAS,Alpine,42.0,96.631,30.98,41.74,23.911,HARD,11.0,233.0,256.0,277.0,292.0,7.068999999999999,Used,False
GAS,Alpine,43.0,99.291,31.165,41.852,26.274,HARD,12.0,232.0,256.0,,292.0,4.890999999999998,Used,False
GAS,Alpine,44.0,116.481,51.887,41.099,23.495,SOFT,1.0,233.0,254.0,278.0,221.0,28.392,Fresh,True
GAS,Alpine,45.0,94.805,30.509,40.913,23.383,SOFT,2.0,237.0,254.0,278.0,295.0,7.126000000000001,Fresh,False
GAS,Alpine,46.0,95.293,30.758,41.137,23.398,SOFT,3.0,234.0,255.0,278.0,289.0,7.359999999999999,Fresh,False
GAS,Alpine,47.0,95.341,30.735,41.065,23.541,SOFT,4.0,230.0,255.0,279.0,290.0,7.193999999999999,Fresh,False
GAS,Alpine,48.0,95.411,30.776,41.156,23.479,SOFT,5.0,232.0,255.0,278.0,290.0,7.297000000000001,Fresh,False
GAS,Alpine,49.0,95.511,30.71,41.288,23.513,SOFT,6.0,229.0,257.0,278.0,291.0,7.196999999999999,Fresh,False
GAS,Alpine,50.0,95.228,30.647,41.016,23.565,SOFT,7.0,231.0,257.0,277.0,293.0,7.081999999999997,Fresh,False
GAS,Alpine,51.0,95.334,30.673,41.111,23.55,SOFT,8.0,233.0,256.0,277.0,292.0,7.1229999999999976,Fresh,False
GAS,Alpine,52.0,95.511,30.714,41.158,23.639,SOFT,9.0,233.0,256.0,278.0,291.0,7.074999999999999,Fresh,False
GAS,Alpine,53.0,95.389,30.6,41.223,23.566,SOFT,10.0,234.0,257.0,278.0,294.0,7.0340000000000025,Fresh,False
GAS,Alpine,54.0,95.853,30.833,41.349,23.671,SOFT,11.0,234.0,256.0,278.0,291.0,7.161999999999999,Used,False
GAS,Alpine,55.0,95.908,30.912,41.329,23.667,SOFT,12.0,234.0,257.0,278.0,293.0,7.244999999999997,Used,False
GAS,Alpine,56.0,96.086,30.888,41.288,23.91,SOFT,13.0,234.0,263.0,282.0,295.0,6.9780000000000015,Used,False
BOT,Kick Sauber,2.0,98.259,31.351,42.663,24.245,SOFT,2.0,232.0,247.0,287.0,299.0,7.105999999999998,Fresh,False
BOT,Kick Sauber,3.0,98.837,31.119,43.321,24.397,SOFT,3.0,233.0,248.0,285.0,305.0,6.722000000000001,Fresh,False
BOT,Kick Sauber,4.0,98.643,31.127,43.121,24.395,SOFT,4.0,229.0,247.0,284.0,300.0,6.731999999999999,Fresh,False
BOT,Kick Sauber,5.0,100.087,31.083,44.295,24.709,SOFT,5.0,231.0,244.0,284.0,323.0,6.373999999999999,Fresh,False
BOT,Kick Sauber,6.0,99.206,31.184,43.504,24.518,SOFT,6.0,233.0,251.0,282.0,314.0,6.666,Fresh,False
BOT,Kick Sauber,7.0,98.654,31.034,43.072,24.548,SOFT,7.0,231.0,247.0,284.0,318.0,6.486000000000001,Fresh,False
BOT,Kick Sauber,8.0,98.968,30.959,43.356,24.653,SOFT,8.0,230.0,247.0,284.0,320.0,6.306000000000001,Fresh,False
BOT,Kick Sauber,9.0,99.425,31.373,43.349,24.703,SOFT,9.0,229.0,247.0,283.0,319.0,6.670000000000002,Fresh,False
BOT,Kick Sauber,10.0,99.112,31.409,43.189,24.514,SOFT,10.0,224.0,248.0,277.0,318.0,6.895,Fresh,False
BOT,Kick Sauber,11.0,99.187,31.524,43.182,24.481,SOFT,11.0,232.0,252.0,278.0,301.0,7.042999999999999,Used,False
BOT,Kick Sauber,12.0,103.145,31.822,43.874,27.449,SOFT,12.0,234.0,250.0,,303.0,4.3729999999999976,Used,True
BOT,Kick Sauber,14.0,96.454,30.501,42.067,23.886,HARD,2.0,231.0,257.0,279.0,321.0,6.615000000000002,Fresh,False
BOT,Kick Sauber,15.0,97.287,31.063,42.254,23.97,HARD,3.0,231.0,253.0,280.0,303.0,7.093,Fresh,False
BOT,Kick Sauber,16.0,97.718,31.204,42.422,24.092,HARD,4.0,231.0,253.0,280.0,295.0,7.112000000000002,Fresh,False
BOT,Kick Sauber,17.0,97.765,31.183,42.454,24.128,HARD,5.0,232.0,253.0,280.0,297.0,7.055,Fresh,False
BOT,Kick Sauber,18.0,97.918,31.142,42.597,24.179,HARD,6.0,232.0,247.0,285.0,299.0,6.963000000000001,Fresh,False
BOT,Kick Sauber,19.0,97.662,30.897,42.483,24.282,HARD,7.0,232.0,252.0,285.0,315.0,6.614999999999998,Fresh,False
BOT,Kick Sauber,20.0,98.285,31.078,42.852,24.355,HARD,8.0,233.0,251.0,282.0,315.0,6.722999999999999,Fresh,False
BOT,Kick Sauber,21.0,97.73,31.02,42.534,24.176,HARD,9.0,230.0,253.0,278.0,315.0,6.844000000000001,Fresh,False
BOT,Kick Sauber,22.0,97.998,31.34,42.454,24.204,HARD,10.0,233.0,250.0,279.0,298.0,7.135999999999999,Fresh,False
BOT,Kick Sauber,23.0,98.18,31.375,42.575,24.23,HARD,11.0,234.0,251.0,279.0,299.0,7.145,Used,False
BOT,Kick Sauber,24.0,98.146,31.186,42.705,24.255,HARD,12.0,234.0,250.0,279.0,299.0,6.931000000000001,Used,False
BOT,Kick Sauber,25.0,98.262,31.299,42.697,24.266,HARD,13.0,235.0,248.0,279.0,301.0,7.033000000000001,Used,False
BOT,Kick Sauber,26.0,98.308,31.266,42.752,24.29,HARD,14.0,234.0,254.0,280.0,303.0,6.975999999999999,Used,False
BOT,Kick Sauber,27.0,98.426,31.325,42.741,24.36,HARD,15.0,235.0,252.0,280.0,302.0,6.965,Used,False
BOT,Kick Sauber,28.0,98.595,31.285,42.889,24.421,HARD,16.0,234.0,250.0,280.0,302.0,6.864000000000001,Used,False
BOT,Kick Sauber,29.0,98.654,31.344,42.981,24.329,HARD,17.0,233.0,253.0,280.0,299.0,7.015000000000001,Used,False
BOT,Kick Sauber,30.0,101.252,31.469,42.763,27.02,HARD,18.0,233.0,254.0,,300.0,4.449000000000002,Used,True
BOT,Kick Sauber,32.0,96.763,30.988,42.106,23.669,HARD,2.0,233.0,252.0,281.0,295.0,7.318999999999999,Fresh,False
BOT,Kick Sauber,33.0,96.202,30.95,41.558,23.694,HARD,3.0,236.0,254.0,281.0,298.0,7.256,Fresh,False
BOT,Kick Sauber,34.0,98.009,32.25,42.108,23.651,HARD,4.0,236.0,258.0,281.0,299.0,8.599,Fresh,False
